płeć,wiek,kierunek_wykształcenia,poziom_wykształcenia,Źródło,Student,Trans
Man,34,"A humanities discipline (ex. literature, history, philosophy)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,41,"A natural science (ex. biology, chemistry, physics)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,19,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Stack Overflow 2019,No,No
Man,33,"A natural science (ex. biology, chemistry, physics)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,28,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Man,NA,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,27,I never declared a major,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Man,27,Mathematics or statistics,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Man,22,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,25,"Another engineering discipline (ex. civil, electrical, mechanical)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,25,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
NA,26,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Man,33,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Man,22,"A business discipline (ex. accounting, finance, marketing)","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,44,"Information systems, information technology, or system administration","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Man,26,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Woman,23,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,36,"A natural science (ex. biology, chemistry, physics)","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,No,No
Man,28,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,"Yes, part-time",No
Man,29,"Another engineering discipline (ex. civil, electrical, mechanical)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,22,"Another engineering discipline (ex. civil, electrical, mechanical)","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,35,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Woman;Man,19,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,NA,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,34,"Computer science, computer engineering, or software engineering","Other doctoral degree (Ph.D, Ed.D., etc.)",Stack Overflow 2019,No,No
Man,19,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,24,NA,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,25,Mathematics or statistics,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,26,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,31,"Computer science, computer engineering, or software engineering",Some college/university study without earning a degree,Stack Overflow 2019,"Yes, full-time",No
Man,29,Mathematics or statistics,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,31,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,"Yes, part-time",No
Man,26,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,"Yes, part-time",No
Man,55,"Computer science, computer engineering, or software engineering","Other doctoral degree (Ph.D, Ed.D., etc.)",Stack Overflow 2019,"Yes, part-time",No
Man,24,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Stack Overflow 2019,No,No
Man,28,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,NA
Man,23,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, part-time",No
Woman,24,"Computer science, computer engineering, or software engineering","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,NA,No
Man,24,"A natural science (ex. biology, chemistry, physics)","Bachelor’s degree (BA, BS, B.Eng., etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,26,"A business discipline (ex. accounting, finance, marketing)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,35,"Information systems, information technology, or system administration","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,30,"A natural science (ex. biology, chemistry, physics)",Some college/university study without earning a degree,Stack Overflow 2019,No,No
Man,36,"Computer science, computer engineering, or software engineering","Other doctoral degree (Ph.D, Ed.D., etc.)",Stack Overflow 2019,"Yes, part-time",No
Man,28,"Information systems, information technology, or system administration","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,NA,"Computer science, computer engineering, or software engineering",NA,Stack Overflow 2019,"Yes, full-time",No
Man,29,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
NA,48,NA,"Other doctoral degree (Ph.D, Ed.D., etc.)",Stack Overflow 2019,No,NA
Man,39,"A natural science (ex. biology, chemistry, physics)","Other doctoral degree (Ph.D, Ed.D., etc.)",Stack Overflow 2019,No,No
Man,NA,NA,Primary/elementary school,Stack Overflow 2019,No,No
Man,34,"A social science (ex. anthropology, psychology, political science)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,22,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Stack Overflow 2019,"Yes, part-time",No
Man,24,"Computer science, computer engineering, or software engineering",Some college/university study without earning a degree,Stack Overflow 2019,No,No
Man,29,"A natural science (ex. biology, chemistry, physics)","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,24,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Stack Overflow 2019,"Yes, full-time",No
Man,39,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Man,28,"Computer science, computer engineering, or software engineering",Some college/university study without earning a degree,Stack Overflow 2019,No,No
Man,26,"Computer science, computer engineering, or software engineering","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Stack Overflow 2019,No,No
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,25,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,31,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,26,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,24,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,28,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,41,NA,dr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,28,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Kobieta,28,NA,NA,WhyR? 2017,NA,NA
Kobieta,25,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,38,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,27,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,27,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,inż.,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,27,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,27,NA,NA,WhyR? 2017,NA,NA
Kobieta,26,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,34,NA,NA,WhyR? 2017,NA,NA
Kobieta,0,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,27,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,23,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,25,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,29,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,26,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,33,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,33,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,27,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,29,NA,mgr inż.,WhyR? 2017,NA,NA
Kobieta,25,NA,mgr,WhyR? 2017,NA,NA
Kobieta,24,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,lic.,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,29,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,32,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,45,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,34,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,26,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,45,NA,dr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Kobieta,29,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,33,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,32,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,28,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,26,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,34,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,30,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,35,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,26,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr inż.,WhyR? 2017,NA,NA
Mężczyzna,0,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,40,NA,NA,WhyR? 2017,NA,NA
Kobieta,36,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,lic.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,35,NA,mgr inż.,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,36,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,38,NA,inż.,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,dr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,31,NA,NA,WhyR? 2017,NA,NA
Kobieta,31,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Kobieta,52,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr hab.,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,38,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,31,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,39,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,0,NA,inż.,WhyR? 2017,NA,NA
Mężczyzna,36,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,48,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,dr inż.,WhyR? 2017,NA,NA
Mężczyzna,37,NA,dr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,33,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,33,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,26,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Kobieta,30,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,inż.,WhyR? 2017,NA,NA
Kobieta,NA,NA,lic.,WhyR? 2017,NA,NA
Kobieta,34,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,33,NA,dr,WhyR? 2017,NA,NA
Kobieta,56,NA,dr hab.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr hab.,WhyR? 2017,NA,NA
Mężczyzna,29,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,33,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,28,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,26,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,prof. nzw. dr hab. inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr hab.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr hab.,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,dr,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,mgr inż.,WhyR? 2017,NA,NA
Kobieta,24,NA,lic.,WhyR? 2017,NA,NA
Kobieta,NA,NA,lic.,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,0,NA,mgr,WhyR? 2017,NA,NA
Mężczyzna,27,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,26,NA,NA,WhyR? 2017,NA,NA
Mężczyzna,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,30,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,lic.,WhyR? 2017,NA,NA
Kobieta,NA,NA,NA,WhyR? 2017,NA,NA
Kobieta,NA,NA,mgr,WhyR? 2017,NA,NA
Kobieta,NA,NA,prof. nzw. dr hab.,WhyR? 2017,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
NA,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
NA,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
NA,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
female,NA,NA,NA,PyData 2018,NA,NA
NA,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
male,NA,NA,NA,PyData 2018,NA,NA
